3.053e+06	8.555	0.009709	9.7e-05	1.937e-10	9.699e-09	0.009709	0.008573	9.499e-09	9.699e-09	9.7e-05	0.008573	9.493e-11	9.7e-05	0.0009989	1.084e-11	0.008572	0.04346	4.679e-09	
3.327e+06	3.614	0.02904	0.0002897	1.823e-09	9.155e-08	0.02904	0.02046	7.289e-08	9.155e-08	0.0002897	0.02046	7.274e-10	0.0002897	0.003152	1.051e-10	0.02046	0.1177	3.803e-08	
5.698e+05	11.6	0.07961	0.0007906	1.554e-08	7.872e-07	0.0796	0.03846	4.489e-07	7.872e-07	0.0007906	0.03846	4.453e-09	0.0007906	0.009874	9.453e-10	0.03846	0.1662	1.693e-07	
3.616e+05	19.65	0.1845	0.001839	1.077e-07	5.594e-06	0.1845	0.04517	1.874e-06	5.594e-06	0.001839	0.04517	1.804e-08	0.001839	0.03017	6.606e-09	0.04516	0.3011	8.424e-07	
2.717e+05	47.02	0.3509	0.003854	5.36e-07	2.918e-05	0.3509	0.03968	6.004e-06	2.918e-05	0.003854	0.03968	5.122e-08	0.003854	0.09116	2.74e-08	0.03967	0.5574	3.581e-06	
3.051e+05	63.02	0.7315	0.009928	1.94e-06	0.0001118	0.7315	0.05697	1.761e-05	0.0001118	0.009928	0.05697	1.379e-07	0.009928	0.2935	9.16e-08	0.05697	1.329	1.333e-05	
8.141e+05	67.15	2.034	0.0301	6.256e-06	0.0003692	2.034	0.1421	5.199e-05	0.0003692	0.0301	0.1421	4.234e-07	0.0301	0.9687	3.107e-07	0.1421	3.76	4.617e-05	
8.822e+05	44.05	6.212	0.09405	1.987e-05	0.001179	6.212	0.4289	0.0001632	0.001179	0.09404	0.4289	1.357e-06	0.09405	3.063	9.92e-07	0.4289	10.7	0.0001474	
7.979e+05	15.72	19.44	0.2963	6.291e-05	0.003739	19.44	1.338	0.0005151	0.003739	0.2963	1.338	4.315e-06	0.2963	9.683	3.146e-06	1.338	32.57	0.0004672	
