Size	<X1>		<X2>		<X3>		<X7>		<X8>		<X9>		<X10>		R_X3	R_X6	R_X8	R_X9	R_X10	R_X11	R_X4	R_X5
10	0.0004968	6.461e-06	6.399e-06	1.971e-06	1.967e-06	9.812e-07	8.917e-07	3.531e-10	3.211e-10	9.803e-11	9.783e-11	4.877e-11	4.43e-11	2.468e-08	4.174e-13
31.6227766017	0.00157	2.043e-05	2.024e-05	6.236e-06	6.223e-06	4.723e-06	4.579e-06	1.116e-09	1.015e-09	3.1e-10	3.094e-10	2.347e-10	2.274e-10	7.799e-08	1.32e-12
100	0.004965	6.462e-05	6.4e-05	1.972e-05	1.968e-05	1.789e-05	1.772e-05	3.529e-09	3.209e-09	9.803e-10	9.783e-10	8.888e-10	8.798e-10	2.465e-07	4.176e-12
316.227766017	0.0157	0.0002044	0.0002024	6.238e-05	6.225e-05	6.036e-05	6.018e-05	1.116e-08	1.015e-08	3.1e-09	3.094e-09	2.998e-09	2.988e-09	7.794e-07	1.321e-11
1000	0.04964	0.0006463	0.00064	0.0001973	0.0001969	0.000195	0.0001949	3.529e-08	3.209e-08	9.803e-09	9.783e-09	9.685e-09	9.674e-09	2.465e-06	4.176e-11
3162.27766017	0.157	0.002044	0.002024	0.0006238	0.0006225	0.0006209	0.0006208	1.116e-07	1.015e-07	3.1e-08	3.094e-08	3.084e-08	3.082e-08	7.794e-06	1.321e-10
10000	0.4964	0.006463	0.0064	0.001973	0.001969	0.001968	0.001968	3.529e-07	3.209e-07	9.803e-08	9.783e-08	9.773e-08	9.77e-08	2.465e-05	4.176e-10
31622.7766017	1.57	0.02044	0.02024	0.006238	0.006225	0.006226	0.006228	1.116e-06	1.015e-06	3.1e-07	3.094e-07	3.093e-07	3.092e-07	7.794e-05	1.321e-09
100000	4.964	0.06463	0.064	0.01973	0.01969	0.01969	0.0197	3.529e-06	3.209e-06	9.803e-07	9.783e-07	9.782e-07	9.78e-07	0.0002465	4.176e-09
